image_path,group,group_source,label,meaning,class_id
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.437\1.png,chỉ dẫn,Information Signs,I.437,,57
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.437\1_shear_5deg.png,chỉ dẫn,Information Signs,I.437,,57
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.437\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.437,,57
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.439\1.png,chỉ dẫn,Information Signs,I.439,,58
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.439\1_shear_5deg.png,chỉ dẫn,Information Signs,I.439,,58
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.439\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.439,,58
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.440\1.png,chỉ dẫn,Information Signs,I.440,,59
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.440\1_shear_5deg.png,chỉ dẫn,Information Signs,I.440,,59
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.440\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.440,,59
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441a\1.png,chỉ dẫn,Information Signs,I.441a,,60
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441a\1_shear_5deg.png,chỉ dẫn,Information Signs,I.441a,,60
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441a\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.441a,,60
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441b\1.png,chỉ dẫn,Information Signs,I.441b,,61
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441b\1_shear_5deg.png,chỉ dẫn,Information Signs,I.441b,,61
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441b\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.441b,,61
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441c\1.png,chỉ dẫn,Information Signs,I.441c,,62
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441c\1_shear_5deg.png,chỉ dẫn,Information Signs,I.441c,,62
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.441c\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.441c,,62
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.442\1.png,chỉ dẫn,Information Signs,I.442,,63
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.442\1_shear_5deg.png,chỉ dẫn,Information Signs,I.442,,63
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.442\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.442,,63
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.443\1.png,chỉ dẫn,Information Signs,I.443,,64
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.443\1_shear_5deg.png,chỉ dẫn,Information Signs,I.443,,64
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.443\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.443,,64
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444a\1.png,chỉ dẫn,Information Signs,I.444a,,65
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444a\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444a,,65
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444a\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444a,,65
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444b\1.png,chỉ dẫn,Information Signs,I.444b,,66
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444b\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444b,,66
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444b\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444b,,66
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444c\1.png,chỉ dẫn,Information Signs,I.444c,,67
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444c\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444c,,67
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444c\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444c,,67
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444d\1.png,chỉ dẫn,Information Signs,I.444d,,68
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444d\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444d,,68
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444d\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444d,,68
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444e\1.png,chỉ dẫn,Information Signs,I.444e,,69
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444e\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444e,,69
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444e\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444e,,69
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444f\1.png,chỉ dẫn,Information Signs,I.444f,,70
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444f\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444f,,70
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444f\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444f,,70
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444g\1.png,chỉ dẫn,Information Signs,I.444g,,71
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444g\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444g,,71
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444g\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444g,,71
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444h\1.png,chỉ dẫn,Information Signs,I.444h,,72
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444h\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444h,,72
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444h\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444h,,72
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444i\1.png,chỉ dẫn,Information Signs,I.444i,,73
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444i\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444i,,73
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444i\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444i,,73
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444j\1.png,chỉ dẫn,Information Signs,I.444j,,74
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444j\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444j,,74
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444j\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444j,,74
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444k\1.png,chỉ dẫn,Information Signs,I.444k,,75
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444k\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444k,,75
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444k\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444k,,75
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444l\1.png,chỉ dẫn,Information Signs,I.444l,,76
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444l\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444l,,76
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444l\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444l,,76
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444m\1.png,chỉ dẫn,Information Signs,I.444m,,77
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444m\1_shear_5deg.png,chỉ dẫn,Information Signs,I.444m,,77
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.444m\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.444m,,77
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445a\1.png,chỉ dẫn,Information Signs,I.445a,,78
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445a\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445a,,78
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445a\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445a,,78
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445b\1.png,chỉ dẫn,Information Signs,I.445b,,79
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445b\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445b,,79
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445b\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445b,,79
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445c\1.png,chỉ dẫn,Information Signs,I.445c,,80
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445c\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445c,,80
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445c\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445c,,80
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445d\1.png,chỉ dẫn,Information Signs,I.445d,,81
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445d\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445d,,81
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445d\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445d,,81
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445e\1.png,chỉ dẫn,Information Signs,I.445e,,82
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445e\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445e,,82
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445e\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445e,,82
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445f\1.png,chỉ dẫn,Information Signs,I.445f,,83
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445f\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445f,,83
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445f\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445f,,83
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445g\1.png,chỉ dẫn,Information Signs,I.445g,,84
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445g\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445g,,84
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445g\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445g,,84
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445h\1.png,chỉ dẫn,Information Signs,I.445h,,85
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445h\1_shear_5deg.png,chỉ dẫn,Information Signs,I.445h,,85
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.445h\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.445h,,85
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.446\1.png,chỉ dẫn,Information Signs,I.446,,86
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.446\1_shear_5deg.png,chỉ dẫn,Information Signs,I.446,,86
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.446\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.446,,86
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447a\1.png,chỉ dẫn,Information Signs,I.447a,,87
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447a\1_shear_5deg.png,chỉ dẫn,Information Signs,I.447a,,87
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447a\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.447a,,87
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447b\1.png,chỉ dẫn,Information Signs,I.447b,,88
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447b\1_shear_5deg.png,chỉ dẫn,Information Signs,I.447b,,88
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447b\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.447b,,88
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447c\1.png,chỉ dẫn,Information Signs,I.447c,,89
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447c\1_shear_5deg.png,chỉ dẫn,Information Signs,I.447c,,89
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447c\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.447c,,89
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447d\1.png,chỉ dẫn,Information Signs,I.447d,,90
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447d\1_shear_5deg.png,chỉ dẫn,Information Signs,I.447d,,90
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.447d\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.447d,,90
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.448\1.png,chỉ dẫn,Information Signs,I.448,,91
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.448\1_shear_5deg.png,chỉ dẫn,Information Signs,I.448,,91
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.448\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.448,,91
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.449\1.png,chỉ dẫn,Information Signs,I.449,,92
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.449\1_shear_5deg.png,chỉ dẫn,Information Signs,I.449,,92
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Information Signs\I.449\1_shear_m5deg.png,chỉ dẫn,Information Signs,I.449,,92
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127a\1.png,cấm,Prohibitory Signs,DP.127a,,149
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127a\1_shear_5deg.png,cấm,Prohibitory Signs,DP.127a,,149
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127a\1_shear_m5deg.png,cấm,Prohibitory Signs,DP.127a,,149
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127b\1.png,cấm,Prohibitory Signs,DP.127b,,150
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127b\1_shear_5deg.png,cấm,Prohibitory Signs,DP.127b,,150
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127b\1_shear_m5deg.png,cấm,Prohibitory Signs,DP.127b,,150
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127c\1.png,cấm,Prohibitory Signs,DP.127c,,151
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127c\1_shear_5deg.png,cấm,Prohibitory Signs,DP.127c,,151
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.127c\1_shear_m5deg.png,cấm,Prohibitory Signs,DP.127c,,151
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.133\1.png,cấm,Prohibitory Signs,DP.133,,152
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.133\1_shear_5deg.png,cấm,Prohibitory Signs,DP.133,,152
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.133\1_shear_m5deg.png,cấm,Prohibitory Signs,DP.133,,152
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.134\1.png,cấm,Prohibitory Signs,DP.134,,153
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.134\1_shear_5deg.png,cấm,Prohibitory Signs,DP.134,,153
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.134\1_shear_m5deg.png,cấm,Prohibitory Signs,DP.134,,153
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.135\1.png,cấm,Prohibitory Signs,DP.135,,154
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.135\1_shear_5deg.png,cấm,Prohibitory Signs,DP.135,,154
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\DP.135\1_shear_m5deg.png,cấm,Prohibitory Signs,DP.135,,154
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.101\1.png,cấm,Prohibitory Signs,P.101,,155
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.101\1_shear_5deg.png,cấm,Prohibitory Signs,P.101,,155
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.101\1_shear_m5deg.png,cấm,Prohibitory Signs,P.101,,155
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.102\1.png,cấm,Prohibitory Signs,P.102,,156
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.102\1_shear_5deg.png,cấm,Prohibitory Signs,P.102,,156
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.102\1_shear_m5deg.png,cấm,Prohibitory Signs,P.102,,156
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103a\1.png,cấm,Prohibitory Signs,P.103a,,157
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103a\1_shear_5deg.png,cấm,Prohibitory Signs,P.103a,,157
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.103a,,157
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103b\1.png,cấm,Prohibitory Signs,P.103b,,158
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103b\1_shear_5deg.png,cấm,Prohibitory Signs,P.103b,,158
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.103b,,158
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103c\1.png,cấm,Prohibitory Signs,P.103c,,159
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103c\1_shear_5deg.png,cấm,Prohibitory Signs,P.103c,,159
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.103c\1_shear_m5deg.png,cấm,Prohibitory Signs,P.103c,,159
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.104\1.png,cấm,Prohibitory Signs,P.104,,160
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.104\1_shear_5deg.png,cấm,Prohibitory Signs,P.104,,160
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.104\1_shear_m5deg.png,cấm,Prohibitory Signs,P.104,,160
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.105\1.png,cấm,Prohibitory Signs,P.105,,161
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.105\1_shear_5deg.png,cấm,Prohibitory Signs,P.105,,161
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.105\1_shear_m5deg.png,cấm,Prohibitory Signs,P.105,,161
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106a\1.png,cấm,Prohibitory Signs,P.106a,,162
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106a\1_shear_5deg.png,cấm,Prohibitory Signs,P.106a,,162
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.106a,,162
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106b\1.png,cấm,Prohibitory Signs,P.106b,,163
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106b\1_shear_5deg.png,cấm,Prohibitory Signs,P.106b,,163
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.106b,,163
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106c\1.png,cấm,Prohibitory Signs,P.106c,,164
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106c\1_shear_5deg.png,cấm,Prohibitory Signs,P.106c,,164
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.106c\1_shear_m5deg.png,cấm,Prohibitory Signs,P.106c,,164
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107\1.png,cấm,Prohibitory Signs,P.107,,165
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107\1_shear_5deg.png,cấm,Prohibitory Signs,P.107,,165
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107\1_shear_m5deg.png,cấm,Prohibitory Signs,P.107,,165
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107a\1.png,cấm,Prohibitory Signs,P.107a,,166
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107a\1_shear_5deg.png,cấm,Prohibitory Signs,P.107a,,166
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.107a,,166
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107b\1.png,cấm,Prohibitory Signs,P.107b,,167
